PRESIDENT,District #,Vote,Obama D,McCain R,McCain IDC,McCain C,Obama WF,Calero SW,LaRiva S&L,McKinney G,Barr L,Nader Pop,Write-in,Void/Blank
,12|,492,217,164,20,14,23,0,54,,,,,
TOWN TOTAL,|,167538,73507,63585,7349,4602,5674,16,12805,,,,,
GRAND TOTAL,|,220383,106478,72790,8522,6378,8431,22,17762,,,,,
,,,,,,,,,,,,,,
CONGRESS,District #,Voted,Maffei D,Sweetland R,Sweetland C,Maffei WF,Hawkins Pop,Write-in,Voids/Blanks,,,,,
,,,,,,,,,,,,,,
1ST  WARD   ,,2609,1471,590,63,92,123,0,270,,,,,
2ND  WARD   ,,1114,649,219,32,35,61,0,118,,,,,
3RD  WARD   ,,2588,1422,573,68,117,127,0,281,,,,,
4TH  WARD   ,,4763,2554,1246,155,151,263,0,394,,,,,
5TH  WARD   ,,4360,2401,1100,144,145,261,0,309,,,,,
6TH  WARD   ,,2534,1533,488,57,82,117,1,256,,,,,
7TH  WARD   ,,1347,677,385,41,35,98,0,111,,,,,
8TH  WARD   ,,1639,1000,291,41,50,88,0,169,,,,,
9TH  WARD   ,,1231,792,148,18,40,39,0,194,,,,,
10TH WARD   ,,1227,841,100,23,37,59,0,167,,,,,
11TH WARD   ,,2608,1475,638,64,83,152,0,196,,,,,
12TH WARD   ,,2058,1448,249,41,60,90,0,170,,,,,
13TH WARD   ,,4186,2749,642,94,137,216,1,347,,,,,
14TH WARD   ,,5372,3396,1009,149,148,218,0,452,,,,,
15TH WARD   ,,357,230,37,5,11,21,0,53,,,,,
16TH WARD   ,,2623,1584,266,26,95,145,2,505,,,,,
17TH WARD   ,,7624,5407,877,101,302,470,2,465,,,,,
18TH WARD   ,,873,693,22,8,24,20,0,106,,,,,
19TH WARD   ,,3732,2649,325,43,132,189,0,394,,,,,
WARD   TOTAL,,52845,32971,9205,1173,1776,2757,6,4957,,,,,
CAMILLUS    ,,13648,5979,5230,600,369,469,3,998,,,,,
CICERO      ,,15164,6821,5521,660,476,409,0,1277,,,,,
CLAY        ,,28719,13533,9832,1179,911,849,1,2414,,,,,
DEWITT      ,,13345,6676,4493,471,359,453,1,892,,,,,
ELBRIDGE    ,,2821,1067,1115,164,111,136,1,227,,,,,
FABIUS      ,,1077,249,678,82,7,30,0,31,,,,,
GEDDES      ,,9373,4332,3330,332,272,360,0,747,,,,,
LAFAYETTE   ,,2796,874,1354,192,68,108,0,200,,,,,
LYSANDER    ,,11186,4470,4654,523,287,363,1,888,,,,,
MANLIUS     ,,18784,8289,7525,741,381,567,3,1278,,,,,
MARCELLUS   ,,3645,1453,1505,182,109,156,1,239,,,,,
ONONDAGA    ,,12028,4897,4912,608,298,523,2,788,,,,,
OTISCO      ,,1381,424,694,92,35,70,0,66,,,,,
POMPEY      ,,3963,1244,2078,244,55,125,1,216,,,,,
SALINA      ,,16251,7901,5215,626,546,510,1,1452,,,,,
SKANEATELES ,,4573,1788,2014,179,94,136,1,361,,,,,
SPAFFORD    ,,1030,371,486,45,11,52,0,65,,,,,
TULLY       ,,1550,484,775,91,32,82,0,86,,,,,
VAN BUREN   ,,6204,2655,2174,338,181,276,0,580,,,,,
TOWN   TOTAL,,167538,73507,63585,7349,4602,5674,16,12805,,,,,
GRAND  TOTAL,,220383,106478,72790,8522,6378,8431,22,17762,,,,,
ç                                                                                                                                    ,,,,,,,,,,,,,,
STATE SENATE 49,District #,Voted,Valesky D,DiStefano R,DiStefano IDC,DiStefano C,Valesky WF,Write in,Voids/Blanks,,,,,
,,,,,,,,,,,,,,
5TH  WARD,01|,600,366,93,27,15,34,3,62,,,,,
,02|,321,159,90,7,13,9,0,43,,,,,
,05|,392,213,96,5,12,18,0,48,,,,,
,08|,0,0,0,0,0,0,0,0,,,,,
6TH  WARD,01|,459,296,61,8,9,18,0,67,,,,,
,02|,477,304,68,10,7,16,0,72,,,,,
,05|,397,219,102,8,11,14,0,43,,,,,
,06|,269,125,69,7,4,10,0,54,,,,,
,07|,370,206,70,8,9,21,0,56,,,,,
8TH  WARD,01|,345,220,13,4,4,9,0,95,,,,,
9TH  WARD,01|,309,190,47,4,6,6,0,56,,,,,
,05|,448,270,9,4,3,12,0,150,,,,,
10TH WARD,02|,27,22,0,0,0,0,0,5,,,,,
,03|,399,239,24,5,3,15,0,113,,,,,
,04|,291,216,6,1,6,8,0,54,,,,,
,05|,268,161,29,2,4,3,0,69,,,,,
12TH WARD,01|,513,367,14,3,1,13,0,115,,,,,
,02|,276,217,4,1,3,6,0,45,,,,,
,03|,43,29,7,0,2,0,0,5,,,,,
,04|,455,297,49,2,2,16,0,89,,,,,
13TH WARD,01|,588,405,33,9,3,11,0,127,,,,,
,06|,576,406,24,3,4,12,0,127,,,,,
14TH WARD,01|,377,286,11,3,3,8,0,66,,,,,
,02|,335,253,19,2,1,6,0,54,,,,,
,03|,544,393,40,3,12,9,0,87,,,,,
,04|,471,308,48,9,6,11,0,89,,,,,
,05|,232,122,63,4,7,9,0,27,,,,,
,08|,412,271,33,9,5,10,0,84,,,,,
,10|,356,206,46,5,12,12,0,75,,,,,
,12|,452,256,97,3,11,10,0,75,,,,,
,13|,195,117,21,2,3,10,0,42,,,,,
15TH WARD,02|,66,42,4,1,1,6,0,12,,,,,
,03|,180,94,36,3,1,3,0,43,,,,,
,04|,111,73,2,0,1,2,0,33,,,,,
16TH WARD,01|,874,459,92,8,4,25,0,286,,,,,
,02|,218,137,20,1,6,14,0,40,,,,,
,03|,309,214,29,3,4,27,0,32,,,,,
,04|,703,357,71,11,5,12,0,247,,,,,
,05|,480,341,46,4,3,40,0,46,,,,,
17TH WARD,01|,429,299,44,7,9,37,0,33,,,,,
,02|,454,328,45,7,7,27,1,39,,,,,
,03|,392,269,24,8,2,40,0,49,,,,,
,04|,414,294,25,1,6,35,0,53,,,,,
,05|,373,231,20,2,3,44,0,73,,,,,
,06|,409,344,10,1,0,9,0,45,,,,,
,07|,581,413,51,6,7,24,0,80,,,,,
,08|,396,277,47,3,5,14,0,50,,,,,
,09|,530,389,71,7,3,31,0,29,,,,,
,10|,516,396,33,4,1,9,0,73,,,,,
,11|,354,275,21,5,4,7,0,42,,,,,
,12|,454,333,52,7,4,29,0,29,,,,,
,13|,477,322,83,5,9,19,0,39,,,,,
,14|,472,351,32,3,4,16,0,66,,,,,
,15|,607,425,104,6,17,23,0,32,,,,,
,16|,391,250,59,2,7,21,0,52,,,,,
,17|,297,193,42,5,2,11,0,44,,,,,
,18|,10,5,1,0,0,0,0,4,,,,,
18TH WARD,01|,359,256,4,2,3,1,0,93,,,,,
,02|,514,379,16,2,6,19,0,92,,,,,
19TH WARD,01|,444,330,15,0,4,9,0,86,,,,,
,02|,402,283,16,4,2,12,0,85,,,,,
,03|,859,550,99,13,9,25,0,163,,,,,
,04|,373,254,9,0,0,3,0,107,,,,,
,05|,488,337,23,3,5,18,0,102,,,,,
,06|,540,346,38,8,6,34,0,108,,,,,
,07|,341,241,37,5,6,30,0,22,,,,,
,08|,263,177,36,2,5,19,0,24,,,,,
WARD   TOTAL,|,26277,17403,2643,307,342,1031,4,4547,,,,,
,,,,,,,,,,,,,,
STATE SENATE 49,District #,Voted,Valesky D,DiStefano R,DiStefano IDC,DiStefano C,Valesky WF,Write in,Voids/Blanks,,,,,
,,,,,,,,,,,,,,
CICERO,01|,313,147,82,9,16,18,0,41,,,,,
,02|,647,302,196,14,28,22,0,85,,,,,
,03|,559,276,163,12,19,17,0,72,,,,,
,04|,762,356,216,24,29,30,0,107,,,,,
,05|,504,248,129,14,19,12,0,82,,,,,
,06|,385,191,96,15,18,18,0,47,,,,,
,07|,624,249,217,17,21,21,0,99,,,,,
,08|,566,261,196,18,15,18,0,58,,,,,
,09|,302,170,72,4,10,12,0,34,,,,,
,10|,470,233,145,11,14,18,0,49,,,,,
,11|,429,204,132,11,11,15,0,56,,,,,
,12|,675,363,173,11,24,18,0,86,,,,,
,13|,606,312,153,15,16,24,0,86,,,,,
,14|,563,264,188,5,19,12,0,75,,,,,
,15|,359,172,116,5,13,13,0,40,,,,,
,16|,1087,491,368,22,42,33,0,131,,,,,
,17|,573,266,175,17,23,23,0,69,,,,,
,18|,247,136,67,3,8,8,0,25,,,,,
,19|,605,295,172,14,19,28,0,77,,,,,
,20|,361,169,122,8,11,11,0,40,,,,,
,21|,637,274,212,6,32,22,0,91,,,,,
,22|,244,132,55,9,10,13,0,25,,,,,
,23|,564,267,187,12,21,10,0,67,,,,,
,24|,657,327,189,11,19,22,0,89,,,,,
,25|,599,301,176,11,15,15,0,81,,,,,
,26|,639,322,179,14,20,12,0,92,,,,,
,27|,510,277,126,9,15,16,0,67,,,,,
,28|,662,335,183,12,27,22,0,83,,,,,
DEWITT,01|,532,272,163,9,28,11,0,49,,,,,
,02|,680,404,185,4,18,18,0,51,,,,,
,03|,548,316,158,12,15,18,0,29,,,,,
,04|,595,286,223,15,12,15,0,44,,,,,
,05|,588,336,170,8,14,15,0,45,,,,,
,06|,601,297,228,10,12,8,0,46,,,,,
,07|,392,196,109,11,14,17,0,45,,,,,
,08|,374,167,128,9,11,17,0,42,,,,,
,09|,380,192,88,18,18,15,0,49,,,,,
,10|,584,315,191,10,21,14,0,33,,,,,
,11|,421,207,108,14,17,19,0,56,,,,,
,12|,499,216,188,15,22,19,0,39,,,,,
,13|,356,175,101,10,12,12,0,46,,,,,
,14|,393,242,65,7,6,16,0,57,,,,,
,15|,454,227,170,10,8,12,0,27,,,,,
,16|,341,204,83,8,12,4,0,30,,,,,
,17|,206,99,60,5,9,13,0,20,,,,,
,18|,444,217,145,9,14,13,0,46,,,,,
,19|,632,295,228,14,17,14,0,64,,,,,
,20|,584,250,209,19,33,24,0,49,,,,,
,21|,681,342,196,14,20,29,0,80,,,,,
,22|,401,245,79,4,11,11,0,51,,,,,
,23|,744,379,271,8,17,23,0,46,,,,,
,24|,554,329,150,5,12,17,0,41,,,,,
,25|,473,247,120,16,20,14,0,56,,,,,
,26|,441,230,135,12,12,9,0,43,,,,,
,27|,390,166,175,5,7,7,0,30,,,,,
FABIUS,01|,665,299,220,19,29,17,0,81,,,,,
,02|,407,180,149,9,20,10,0,39,,,,,
MANLIUS,01|,583,250,179,22,34,29,0,69,,,,,
,02|,670,307,215,10,19,21,0,98,,,,,
,03|,527,241,182,14,13,8,0,69,,,,,
,04|,494,262,162,9,11,11,0,39,,,,,
,05|,426,263,94,7,15,19,0,28,,,,,
,06|,323,154,119,5,7,9,0,29,,,,,
,07|,521,279,137,12,23,13,0,57,,,,,
,08|,568,316,167,8,21,17,0,39,,,,,
,09|,569,281,157,15,17,28,0,71,,,,,
,10|,738,364,207,16,33,20,0,98,,,,,
,11|,480,250,158,8,13,7,0,44,,,,,
,12|,635,330,212,7,18,18,0,50,,,,,
,13|,343,171,90,7,13,10,0,52,,,,,
,14|,568,275,183,10,14,18,0,68,,,,,
,15|,431,196,144,12,20,19,0,40,,,,,
,16|,616,340,151,16,18,15,0,76,,,,,
,17|,578,299,197,8,18,16,1,39,,,,,
,18|,609,306,200,12,26,4,1,60,,,,,
,19|,350,156,95,8,11,17,0,63,,,,,
,20|,458,278,114,8,11,9,0,38,,,,,
,21|,521,327,111,11,12,16,0,44,,,,,
,22|,678,362,217,8,20,13,0,58,,,,,
,23|,442,250,114,6,11,10,0,51,,,,,
,24|,644,323,194,9,31,18,0,69,,,,,
,25|,651,327,222,16,23,16,0,47,,,,,
,26|,660,364,206,5,14,15,0,56,,,,,
,27|,504,257,168,12,21,13,0,33,,,,,
,28|,463,201,161,10,18,23,0,50,,,,,
,29|,374,188,123,15,8,11,0,29,,,,,
,30|,445,229,152,6,14,8,0,36,,,,,
,31|,683,317,259,7,23,12,0,65,,,,,
,32|,422,227,121,6,17,7,0,44,,,,,
,33|,563,298,185,7,13,11,0,49,,,,,
,34|,589,328,181,4,16,7,0,53,,,,,
,35|,585,248,256,12,17,5,0,47,,,,,
SPAFFORD,01|,716,301,296,11,23,14,0,71,,,,,
,02|,313,143,99,12,10,13,0,36,,,,,
TULLY,01|,461,213,142,10,21,18,0,57,,,,,
,02|,578,234,223,8,27,25,0,61,,,,,
,03|,508,243,164,5,22,15,0,59,,,,,
TOWN   TOTAL,|,50796,25368,15737,1036,1711,1512,2,5430,,,,,
GRAND  TOTAL,|,77073,42771,18380,1343,2053,2543,6,9977,,,,,
,,,,,,,,,,,,,,
STATE SENATE 49,District #,Voted,Valesky D,DiStefano R,DiStefano IDC,DiStefano C,Valesky WF,Write in,Voids/Blanks,,,,,
,,,,,,,,,,,,,,
5TH  WARD   ,,1313,738,279,39,40,61,3,153,,,,,
6TH  WARD   ,,1972,1150,370,41,40,79,0,292,,,,,
8TH  WARD   ,,345,220,13,4,4,9,0,95,,,,,
9TH  WARD   ,,757,460,56,8,9,18,0,206,,,,,
10TH WARD   ,,985,638,59,8,13,26,0,241,,,,,
12TH WARD   ,,1287,910,74,6,8,35,0,254,,,,,
13TH WARD   ,,1164,811,57,12,7,23,0,254,,,,,
14TH WARD   ,,3374,2212,378,40,60,85,0,599,,,,,
15TH WARD   ,,357,209,42,4,3,11,0,88,,,,,
16TH WARD   ,,2584,1508,258,27,22,118,0,651,,,,,
17TH WARD   ,,7556,5394,764,79,90,396,1,832,,,,,
18TH WARD   ,,873,635,20,4,9,20,0,185,,,,,
19TH WARD   ,,3710,2518,273,35,37,150,0,697,,,,,
WARD   TOTAL,,26277,17403,2643,307,342,1031,4,4547,,,,,
CICERO      ,,15149,7340,4485,333,534,503,0,1954,,,,,
DEWITT      ,,13288,6851,4126,281,412,404,0,1214,,,,,
FABIUS      ,,1072,479,369,28,49,27,0,120,,,,,
MANLIUS     ,,18711,9564,5833,348,613,493,2,1858,,,,,
SPAFFORD    ,,1029,444,395,23,33,27,0,107,,,,,
TULLY       ,,1547,690,529,23,70,58,0,177,,,,,
TOWN   TOTAL,,50796,25368,15737,1036,1711,1512,2,5430,,,,,
GRAND  TOTAL,,77073,42771,18380,1343,2053,2543,6,9977,,,,,
,,,,,,,,,,,,,,
STATE SENATE 50,District #,Voted,Mulcahy D,DeFrancisco R,DeFrancisco IDC,DeFrancisco C,Write in,Voids/Blanks,,,,,,
,,,,,,,,,,,,,,
1ST WARD,01|,397,113,208,27,13,0,36,,,,,,
,02|,305,97,137,15,13,0,43,,,,,,
,03|,375,144,136,22,16,0,57,,,,,,
,04|,388,149,142,17,15,0,65,,,,,,
,05|,274,83,119,13,16,0,43,,,,,,
,06|,263,109,72,12,7,0,63,,,,,,
,07|,300,96,139,19,11,0,35,,,,,,
,08|,302,106,138,18,6,0,34,,,,,,
2ND WARD,01|,330,141,110,18,5,0,56,,,,,,
,02|,421,179,150,22,14,0,56,,,,,,
,03|,357,157,103,21,11,0,65,,,,,,
3RD WARD,01|,105,38,35,6,3,0,23,,,,,,
,02|,369,141,138,17,8,0,65,,,,,,
,03|,489,149,224,28,24,0,64,,,,,,
,04|,370,151,115,18,14,0,72,,,,,,
,05|,367,90,185,25,19,0,48,,,,,,
,06|,425,151,181,20,14,0,59,,,,,,
,07|,460,133,226,21,23,0,57,,,,,,
4TH WARD,01|,414,168,140,15,21,1,69,,,,,,
,02|,420,157,170,23,26,0,44,,,,,,
,03|,509,141,268,41,11,0,48,,,,,,
,04|,411,97,238,26,15,0,35,,,,,,
,05|,528,180,250,19,17,0,62,,,,,,
,06|,393,109,211,26,13,0,34,,,,,,
,07|,417,150,195,17,14,0,41,,,,,,
,08|,566,238,190,32,23,0,83,,,,,,
,09|,420,155,159,35,15,0,56,,,,,,
,10|,380,138,170,25,16,0,31,,,,,,
,11|,290,109,113,11,6,0,51,,,,,,
5TH WARD,04|,491,162,217,30,27,0,55,,,,,,
,06|,516,196,207,40,14,0,59,,,,,,
,07|,508,163,222,39,22,0,62,,,,,,
,09|,457,119,254,27,18,0,39,,,,,,
,10|,564,198,255,34,16,0,61,,,,,,
,11|,495,164,244,17,16,0,54,,,,,,
6TH WARD,03|,367,159,111,21,7,0,69,,,,,,
,04|,188,79,72,5,6,0,26,,,,,,
7TH WARD,01|,312,102,140,21,9,0,40,,,,,,
,02|,394,138,180,22,14,0,40,,,,,,
,03|,363,133,163,12,15,0,40,,,,,,
,04|,277,91,122,11,17,0,36,,,,,,
8TH WARD,02|,446,142,213,30,16,0,45,,,,,,
,03|,216,130,29,2,8,0,47,,,,,,
,04|,174,72,63,6,7,0,26,,,,,,
,05|,455,155,218,28,12,0,42,,,,,,
9TH WARD,02|,425,190,136,17,6,0,76,,,,,,
,03|,41,23,15,1,0,0,2,,,,,,
10TH WARD,01|,237,136,45,5,5,0,46,,,,,,
11TH WARD,01|,281,144,57,13,13,0,54,,,,,,
,02|,336,162,89,15,8,0,62,,,,,,
,03|,429,188,146,22,8,0,65,,,,,,
,04|,371,133,170,18,13,0,37,,,,,,
,05|,227,115,51,6,3,0,52,,,,,,
,06|,90,38,32,2,7,0,11,,,,,,
,07|,427,84,273,26,12,0,32,,,,,,
,08|,437,141,225,32,15,0,24,,,,,,
12TH WARD,05|,329,141,112,15,19,0,42,,,,,,
,06|,436,168,189,22,18,0,39,,,,,,
13TH WARD,02|,305,155,85,8,5,0,52,,,,,,
,03|,514,187,239,25,16,0,47,,,,,,
,04|,424,183,148,26,11,0,56,,,,,,
,05|,590,303,166,30,18,0,73,,,,,,
,07|,71,36,23,2,0,0,10,,,,,,
,08|,296,143,94,11,8,0,40,,,,,,
,09|,365,130,156,11,15,0,53,,,,,,
,10|,451,179,173,17,23,0,59,,,,,,
14TH WARD,06|,531,186,240,27,25,0,53,,,,,,
,07|,512,119,289,27,26,0,51,,,,,,
,09|,396,164,156,13,9,0,54,,,,,,
,11|,551,216,221,25,38,0,51,,,,,,
WARD TOTAL,|,26340,9736,10902,1370,954,1,3377,,,,,,
,,,,,,,,,,,,,,
STATE SENATE 50,District #,Voted,Mulcahy D,DeFrancisco R,DeFrancisco IDC,DeFrancisco C,Write in,Voids/Blanks,,,,,,
,,,,,,,,,,,,,,
CAMILLUS,01|,663,132,410,35,30,0,56,|,,,,,
,02|,786,224,392,44,37,0,89,|,,,,,
,03|,283,68,174,8,12,0,21,|,,,,,
,04|,594,162,305,42,31,0,54,|,,,,,
,05|,620,141,364,34,30,0,51,|,,,,,
,06|,432,112,239,25,21,0,35,|,,,,,
,07|,1017,228,600,49,57,1,82,|,,,,,
,08|,289,64,173,13,17,0,22,|,,,,,
,09|,503,132,274,27,22,0,48,|,,,,,
,10|,513,155,278,24,15,0,41,|,,,,,
,11|,551,116,310,38,36,0,51,|,,,,,
,12|,336,93,175,14,10,0,44,|,,,,,
,13|,581,143,302,43,28,0,65,|,,,,,
,14|,459,78,297,29,20,0,35,|,,,,,
,15|,575,129,349,25,29,0,43,|,,,,,
,16|,613,175,318,30,31,1,58,|,,,,,
,17|,423,90,228,40,31,0,34,|,,,,,
,18|,526,108,322,25,25,0,46,|,,,,,
,19|,469,95,296,21,22,0,35,|,,,,,
,20|,500,126,249,26,34,0,65,|,,,,,
,21|,345,89,187,13,14,0,42,|,,,,,
,22|,384,81,237,16,16,0,34,|,,,,,
,23|,434,77,275,21,22,0,39,|,,,,,
,24|,547,93,357,22,19,0,56,|,,,,,
,25|,430,92,244,31,18,0,45,|,,,,,
,26|,750,187,438,28,34,0,63,|,,,,,
CLAY,01|,616,123,348,36,35,0,74,|,,,,,
,02|,501,151,246,37,21,0,46,|,,,,,
,03|,651,184,317,37,35,0,78,|,,,,,
,04|,655,172,331,37,42,0,73,|,,,,,
,05|,286,73,155,10,11,0,37,|,,,,,
,06|,397,92,198,28,28,0,51,|,,,,,
,07|,540,139,298,24,26,0,53,|,,,,,
,08|,372,88,213,22,12,0,37,|,,,,,
,09|,393,121,185,28,19,0,40,|,,,,,
,10|,468,150,198,27,19,0,74,|,,,,,
,11|,506,168,211,26,29,0,72,|,,,,,
,12|,661,150,352,38,32,0,89,|,,,,,
,13|,434,113,225,19,27,0,50,|,,,,,
,14|,598,158,338,34,21,0,47,|,,,,,
,15|,956,405,324,51,35,0,141,|,,,,,
,16|,507,131,276,23,26,0,51,|,,,,,
,17|,456,117,257,27,17,0,38,|,,,,,
,18|,584,171,313,30,20,0,50,|,,,,,
,19|,490,100,283,24,31,0,52,|,,,,,
,20|,426,103,224,19,26,0,54,|,,,,,
,21|,569,148,306,31,25,0,59,|,,,,,
,22|,554,180,278,28,19,0,49,|,,,,,
,23|,484,147,228,23,26,0,60,|,,,,,
,24|,310,93,138,18,10,0,51,|,,,,,
,25|,452,135,206,28,20,0,63,|,,,,,
,26|,604,169,322,33,23,0,57,|,,,,,
,27|,600,129,340,25,31,0,75,|,,,,,
,28|,544,171,267,22,21,0,63,|,,,,,
,29|,566,127,329,28,29,0,53,|,,,,,
,30|,374,104,168,20,23,0,59,|,,,,,
,31|,442,115,239,21,16,0,51,|,,,,,
,32|,577,127,364,20,16,0,50,|,,,,,
,33|,704,195,342,45,30,0,92,|,,,,,
,34|,657,201,291,36,23,0,106,|,,,,,
,35|,588,145,330,24,27,0,62,|,,,,,
,36|,437,151,209,20,13,0,44,|,,,,,
,37|,379,86,215,19,22,0,37,|,,,,,
,38|,492,139,253,25,14,0,61,|,,,,,
,39|,915,331,385,39,23,0,137,|,,,,,
,40|,407,106,222,12,20,0,47,|,,,,,
,41|,359,130,155,16,14,0,44,|,,,,,
,42|,630,174,331,30,26,1,68,|,,,,,
,43|,706,218,333,39,32,0,84,|,,,,,
,44|,760,211,392,38,37,0,82,|,,,,,
,45|,555,147,294,17,31,0,66,|,,,,,
,46|,723,167,396,34,37,0,89,|,,,,,
,47|,678,190,355,42,25,0,66,|,,,,,
,48|,604,191,284,25,18,0,86,|,,,,,
,49|,751,156,435,41,35,0,84,|,,,,,
,50|,927,240,484,47,40,0,116,|,,,,,
,51|,844,204,456,39,35,0,110,|,,,,,
ELBRIDGE,01|,525,105,284,41,33,0,62,|,,,,,
,02|,473,102,243,35,41,0,52,|,,,,,
,03|,638,140,338,50,44,0,66,|,,,,,
,04|,288,58,160,12,19,1,38,|,,,,,
,05|,440,77,253,38,28,0,44,|,,,,,
,06|,454,100,258,32,25,0,39,|,,,,,
GEDDES,01|,383,108,194,22,21,0,38,|,,,,,
,02|,325,76,166,23,15,0,45,|,,,,,
,03|,338,88,172,23,14,0,41,|,,,,,
,04|,316,79,173,3,15,0,46,|,,,,,
,05|,614,123,355,52,16,0,68,|,,,,,
,06|,551,132,321,30,12,0,56,|,,,,,
,07|,520,143,292,26,18,0,41,|,,,,,
,08|,641,178,366,28,22,0,47,|,,,,,
,09|,234,61,116,22,12,0,23,|,,,,,
,10|,471,107,284,30,19,0,31,|,,,,,
,11|,451,110,260,17,15,0,49,|,,,,,
,12|,463,111,260,17,14,1,60,|,,,,,
,13|,384,92,219,21,18,0,34,|,,,,,
,14|,405,90,227,15,14,0,59,|,,,,,
,15|,618,160,357,25,25,0,51,|,,,,,
,16|,435,93,270,25,22,0,25,|,,,,,
,17|,641,143,348,57,30,0,63,|,,,,,
,18|,399,88,230,16,23,0,42,|,,,,,
,19|,222,56,108,19,14,0,25,|,,,,,
,20|,504,122,271,32,26,0,53,|,,,,,
,21|,448,105,253,31,18,0,41,|,,,,,
LAFAYETTE,01|,364,68,197,20,32,0,47,|,,,,,
,02|,666,140,391,28,40,1,66,|,,,,,
,03|,664,148,333,46,41,0,96,|,,,,,
,04|,542,114,300,29,39,0,60,|,,,,,
,05|,557,129,313,30,28,0,57,|,,,,,
LYSANDER,01|,586,124,344,26,35,0,57,|,,,,,
,02|,474,116,251,33,31,0,43,|,,,,,
,03|,524,132,282,24,31,0,55,|,,,,,
,04|,390,90,228,21,20,0,31,|,,,,,
,05|,423,93,237,29,21,0,43,|,,,,,
,06|,424,93,251,23,14,0,43,|,,,,,
,07|,430,104,233,29,17,0,47,|,,,,,
,08|,841,181,496,36,46,0,82,|,,,,,
,09|,566,138,303,41,32,0,52,|,,,,,
,10|,342,84,200,21,18,0,19,|,,,,,
,11|,443,100,259,27,26,0,31,|,,,,,
,12|,615,136,339,43,31,0,66,|,,,,,
,13|,755,196,438,40,29,0,52,|,,,,,
,14|,380,116,197,20,10,0,37,|,,,,,
,15|,541,129,312,23,23,0,54,|,,,,,
,16|,582,134,350,22,24,0,52,|,,,,,
,17|,465,143,221,30,11,0,60,|,,,,,
,18|,551,135,320,31,26,0,39,|,,,,,
,19|,906,208,542,41,25,0,90,|,,,,,
,20|,928,196,565,53,48,0,66,|,,,,,
MARCELLUS,01|,528,163,261,41,21,0,42,|,,,,,
,02|,521,98,325,29,29,0,40,|,,,,,
,03|,543,115,334,28,26,0,40,|,,,,,
,04|,652,154,381,40,37,0,40,|,,,,,
,05|,684,165,364,42,36,0,77,|,,,,,
,06|,712,144,425,60,35,0,48,|,,,,,
ONONDAGA,01|,514,112,296,14,31,0,61,|,,,,,
,02|,731,192,410,27,20,1,81,|,,,,,
,03|,659,172,374,40,23,0,50,|,,,,,
,04|,599,165,289,37,31,0,77,|,,,,,
,05|,743,217,366,35,28,0,97,|,,,,,
,06|,507,106,283,46,23,0,49,|,,,,,
,07|,296,73,157,8,21,3,34,|,,,,,
,08|,382,135,146,27,20,0,54,|,,,,,
,09|,723,158,406,52,35,0,72,|,,,,,
,10|,551,120,308,36,30,0,57,|,,,,,
,11|,574,146,324,40,24,1,39,|,,,,,
,12|,523,118,315,34,20,0,36,|,,,,,
,13|,715,188,404,33,34,0,56,|,,,,,
,14|,672,172,364,34,21,0,81,|,,,,,
,15|,373,122,189,22,13,0,27,|,,,,,
,16|,666,225,321,32,25,0,63,|,,,,,
,17|,837,186,489,41,38,0,83,|,,,,,
,18|,584,154,311,37,32,0,50,|,,,,,
,19|,405,98,221,21,34,0,31,|,,,,,
,20|,367,62,213,21,32,1,38,|,,,,,
,21|,594,155,342,28,36,0,33,|,,,,,
OTISCO,01|,827,168,485,43,53,0,78,|,,,,,
,02|,551,112,318,34,31,0,56,|,,,,,
POMPEY,01|,692,140,409,26,36,0,81,|,,,,,
,02|,567,140,322,27,44,0,34,|,,,,,
,03|,693,189,384,27,31,0,62,|,,,,,
,04|,739,213,383,28,38,0,77,|,,,,,
,05|,642,151,334,24,48,0,85,|,,,,,
,06|,611,155,335,22,26,0,73,|,,,,,
SALINA,01|,534,151,292,23,23,0,45,|,,,,,
,02|,390,107,191,28,19,0,45,|,,,,,
,03|,576,139,335,28,34,0,40,|,,,,,
,04|,402,110,226,28,8,0,30,|,,,,,
,05|,433,121,225,25,14,0,48,|,,,,,
,06|,383,135,164,21,14,0,49,|,,,,,
,07|,518,145,241,33,15,0,84,|,,,,,
,08|,533,158,282,25,22,0,46,|,,,,,
,09|,275,87,127,16,9,0,36,|,,,,,
,10|,483,162,214,20,16,0,71,|,,,,,
,11|,294,84,160,23,9,0,18,|,,,,,
,12|,590,140,347,22,24,0,57,|,,,,,
,13|,485,103,278,27,25,0,52,|,,,,,
,14|,391,71,250,22,17,0,31,|,,,,,
,15|,376,121,169,25,15,0,46,|,,,,,
,16|,529,147,259,26,26,0,71,|,,,,,
,17|,444,154,182,24,17,0,67,|,,,,,
,18|,413,147,178,22,17,1,48,|,,,,,
,19|,494,143,237,32,17,0,65,|,,,,,
,20|,606,200,277,31,26,0,72,|,,,,,
,21|,413,108,189,31,30,0,55,|,,,,,
,22|,368,96,164,25,27,0,56,|,,,,,
,23|,466,127,249,32,15,0,43,|,,,,,
,24|,561,178,261,30,31,0,61,|,,,,,
,25|,507,105,297,28,22,0,55,|,,,,,
,26|,380,107,202,20,8,0,43,|,,,,,
,27|,321,94,143,29,13,0,42,|,,,,,
,28|,288,78,141,20,15,0,34,|,,,,,
,29|,532,155,266,20,25,0,66,|,,,,,
,30|,639,166,337,31,32,0,73,|,,,,,
