Contest,Candidate Issue,Party,District Name,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
Horicon Town Justice,OVER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Horicon Town Justice,OVER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Horicon Town Justice,UNDER VOTES,STATS,"Horicon 1,2 ",54,19,149,222,30.29
Horicon Town Justice,UNDER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
Horicon Town Justice,UNDER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Horicon Town Justice,UNDER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Horicon Town Justice,UNDER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Thurman Town Justice,Sheila Flanagan,DEM,"Horicon 1,2 ",0,0,0,0,0.00
Thurman Town Justice,Sheila Flanagan,DEM,"Thurman 1 ",54,21,287,362,98.91
Thurman Town Justice,Sheila Flanagan,DEM,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Thurman Town Justice,Sheila Flanagan,DEM,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Thurman Town Justice,Sheila Flanagan,DEM,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Thurman Town Justice,Write-in,,"Horicon 1,2 ",0,0,0,0,0.00
Thurman Town Justice,Write-in,,"Thurman 1 ",0,0,4,4,1.09
Thurman Town Justice,Write-in,,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Thurman Town Justice,Write-in,,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Thurman Town Justice,Write-in,,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Thurman Town Justice,OVER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
Thurman Town Justice,OVER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
Thurman Town Justice,OVER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Thurman Town Justice,OVER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Thurman Town Justice,OVER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Thurman Town Justice,UNDER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
Thurman Town Justice,UNDER VOTES,STATS,"Thurman 1 ",16,15,217,248,67.76
Thurman Town Justice,UNDER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Thurman Town Justice,UNDER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Thurman Town Justice,UNDER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,Amanda D. Magee,DEM,"Horicon 1,2 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,Amanda D. Magee,DEM,"Thurman 1 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,Amanda D. Magee,DEM,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,Amanda D. Magee,DEM,"Queensbury Ward 4 1,2,3 ",416,381,452,1249,41.29
Town Council Member for Town of Queensbury Ward 4,Amanda D. Magee,DEM,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,Timothy K. McNulty,REP,"Horicon 1,2 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,Timothy K. McNulty,REP,"Thurman 1 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,Timothy K. McNulty,REP,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,Timothy K. McNulty,REP,"Queensbury Ward 4 1,2,3 ",209,267,1030,1506,49.79
Town Council Member for Town of Queensbury Ward 4,Timothy K. McNulty,REP,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,G. Travis Whitehead,WDP,"Horicon 1,2 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,G. Travis Whitehead,WDP,"Thurman 1 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,G. Travis Whitehead,WDP,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,G. Travis Whitehead,WDP,"Queensbury Ward 4 1,2,3 ",68,53,148,269,8.89
Town Council Member for Town of Queensbury Ward 4,G. Travis Whitehead,WDP,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,Write-in,,"Horicon 1,2 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,Write-in,,"Thurman 1 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,Write-in,,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,Write-in,,"Queensbury Ward 4 1,2,3 ",0,0,1,1,0.03
Town Council Member for Town of Queensbury Ward 4,Write-in,,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,OVER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,OVER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,OVER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,OVER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",6,2,2,10,0.33
Town Council Member for Town of Queensbury Ward 4,OVER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,UNDER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,UNDER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,UNDER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Town Council Member for Town of Queensbury Ward 4,UNDER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",35,32,98,165,5.45
Town Council Member for Town of Queensbury Ward 4,UNDER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,Diane Swanson,RW1,"Horicon 1,2 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,Diane Swanson,RW1,"Thurman 1 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,Diane Swanson,RW1,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,Diane Swanson,RW1,"Queensbury Ward 1 1,2,3,4,5 ",832,921,1077,2830,99.16
Library Trustee for the Town of Queensbury,Diane Swanson,RW1,"Queensbury Ward 2  1,2,3,4 ",962,857,1102,2921,99.46
Library Trustee for the Town of Queensbury,Diane Swanson,RW1,"Queensbury Ward 3 1,2,3,4 ",799,806,1040,2645,99.74
Library Trustee for the Town of Queensbury,Diane Swanson,RW1,"Queensbury Ward 4 1,2,3 ",550,479,964,1993,99.30
Library Trustee for the Town of Queensbury,Diane Swanson,RW1,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,Write-in,,"Horicon 1,2 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,Write-in,,"Thurman 1 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,Write-in,,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,Write-in,,"Queensbury Ward 1 1,2,3,4,5 ",5,8,11,24,0.84
Library Trustee for the Town of Queensbury,Write-in,,"Queensbury Ward 2  1,2,3,4 ",4,7,5,16,0.54
Library Trustee for the Town of Queensbury,Write-in,,"Queensbury Ward 3 1,2,3,4 ",2,4,1,7,0.26
Library Trustee for the Town of Queensbury,Write-in,,"Queensbury Ward 4 1,2,3 ",2,2,10,14,0.70
Library Trustee for the Town of Queensbury,Write-in,,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,OVER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,OVER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,OVER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,OVER VOTES,STATS,"Queensbury Ward 1 1,2,3,4,5 ",0,1,0,1,0.04
Library Trustee for the Town of Queensbury,OVER VOTES,STATS,"Queensbury Ward 2  1,2,3,4 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,OVER VOTES,STATS,"Queensbury Ward 3 1,2,3,4 ",2,0,0,2,0.08
Library Trustee for the Town of Queensbury,OVER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",0,0,1,1,0.05
Library Trustee for the Town of Queensbury,OVER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,UNDER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,UNDER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,UNDER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Library Trustee for the Town of Queensbury,UNDER VOTES,STATS,"Queensbury Ward 1 1,2,3,4,5 ",389,547,1066,2002,70.15
Library Trustee for the Town of Queensbury,UNDER VOTES,STATS,"Queensbury Ward 2  1,2,3,4 ",345,392,735,1472,50.12
Library Trustee for the Town of Queensbury,UNDER VOTES,STATS,"Queensbury Ward 3 1,2,3,4 ",247,398,852,1497,56.45
Library Trustee for the Town of Queensbury,UNDER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",182,254,756,1192,59.39
Library Trustee for the Town of Queensbury,UNDER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,YES,,"Horicon 1,2 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,YES,,"Thurman 1 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,YES,,"Warrensburg 1,2,3 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,YES,,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,YES,,"Glens Falls Ward 1 1 ",151,93,359,603,76.91
CRANDALL LIBRARY BUDGET for the City of Glens Falls,YES,,"Glens Falls Ward 2 1,2 ",332,292,677,1301,75.60
CRANDALL LIBRARY BUDGET for the City of Glens Falls,YES,,"Glens Falls Ward 3 1,2 ",342,440,699,1481,79.71
CRANDALL LIBRARY BUDGET for the City of Glens Falls,YES,,"Glens Falls Ward 4 1 ",144,131,334,609,80.45
CRANDALL LIBRARY BUDGET for the City of Glens Falls,YES,,"Glens Falls Ward 5 1,2 ",177,152,454,783,65.14
CRANDALL LIBRARY BUDGET for the City of Glens Falls,NO,,"Horicon 1,2 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,NO,,"Thurman 1 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,NO,,"Warrensburg 1,2,3 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,NO,,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,NO,,"Glens Falls Ward 1 1 ",40,16,125,181,23.09
CRANDALL LIBRARY BUDGET for the City of Glens Falls,NO,,"Glens Falls Ward 2 1,2 ",91,66,263,420,24.40
CRANDALL LIBRARY BUDGET for the City of Glens Falls,NO,,"Glens Falls Ward 3 1,2 ",85,75,217,377,20.29
CRANDALL LIBRARY BUDGET for the City of Glens Falls,NO,,"Glens Falls Ward 4 1 ",37,18,93,148,19.55
CRANDALL LIBRARY BUDGET for the City of Glens Falls,NO,,"Glens Falls Ward 5 1,2 ",87,55,277,419,34.86
CRANDALL LIBRARY BUDGET for the City of Glens Falls,OVER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,OVER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,OVER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,OVER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,OVER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,OVER VOTES,STATS,"Glens Falls Ward 2 1,2 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,OVER VOTES,STATS,"Glens Falls Ward 3 1,2 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,OVER VOTES,STATS,"Glens Falls Ward 4 1 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,OVER VOTES,STATS,"Glens Falls Ward 5 1,2 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,UNDER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,UNDER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,UNDER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,UNDER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
CRANDALL LIBRARY BUDGET for the City of Glens Falls,UNDER VOTES,STATS,"Glens Falls Ward 1 1 ",21,7,73,101,12.88
CRANDALL LIBRARY BUDGET for the City of Glens Falls,UNDER VOTES,STATS,"Glens Falls Ward 2 1,2 ",21,14,147,182,10.58
CRANDALL LIBRARY BUDGET for the City of Glens Falls,UNDER VOTES,STATS,"Glens Falls Ward 3 1,2 ",27,20,51,98,5.27
CRANDALL LIBRARY BUDGET for the City of Glens Falls,UNDER VOTES,STATS,"Glens Falls Ward 4 1 ",11,5,20,36,4.76
CRANDALL LIBRARY BUDGET for the City of Glens Falls,UNDER VOTES,STATS,"Glens Falls Ward 5 1,2 ",7,6,138,151,12.56
CRANDALL LIBRARY Budget for the Town of Queensbury,YES,,"Horicon 1,2 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,YES,,"Thurman 1 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,YES,,"Warrensburg 1,2,3 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,YES,,"Queensbury Ward 1 1,2,3,4,5 ",817,1044,1180,3041,67.55
CRANDALL LIBRARY Budget for the Town of Queensbury,YES,,"Queensbury Ward 2  1,2,3,4 ",943,918,1187,3048,72.95
CRANDALL LIBRARY Budget for the Town of Queensbury,YES,,"Queensbury Ward 3 1,2,3,4 ",680,844,1058,2582,67.86
CRANDALL LIBRARY Budget for the Town of Queensbury,YES,,"Queensbury Ward 4 1,2,3 ",474,507,1059,2040,66.62
CRANDALL LIBRARY Budget for the Town of Queensbury,YES,,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,NO,,"Horicon 1,2 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,NO,,"Thurman 1 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,NO,,"Warrensburg 1,2,3 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,NO,,"Queensbury Ward 1 1,2,3,4,5 ",340,352,769,1461,32.45
CRANDALL LIBRARY Budget for the Town of Queensbury,NO,,"Queensbury Ward 2  1,2,3,4 ",311,260,559,1130,27.05
CRANDALL LIBRARY Budget for the Town of Queensbury,NO,,"Queensbury Ward 3 1,2,3,4 ",321,315,587,1223,32.14
CRANDALL LIBRARY Budget for the Town of Queensbury,NO,,"Queensbury Ward 4 1,2,3 ",233,193,596,1022,33.38
CRANDALL LIBRARY Budget for the Town of Queensbury,NO,,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,OVER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,OVER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,OVER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,OVER VOTES,STATS,"Queensbury Ward 1 1,2,3,4,5 ",1,0,0,1,0.02
CRANDALL LIBRARY Budget for the Town of Queensbury,OVER VOTES,STATS,"Queensbury Ward 2  1,2,3,4 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,OVER VOTES,STATS,"Queensbury Ward 3 1,2,3,4 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,OVER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,OVER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,UNDER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,UNDER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,UNDER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
CRANDALL LIBRARY Budget for the Town of Queensbury,UNDER VOTES,STATS,"Queensbury Ward 1 1,2,3,4,5 ",68,81,205,354,7.86
CRANDALL LIBRARY Budget for the Town of Queensbury,UNDER VOTES,STATS,"Queensbury Ward 2  1,2,3,4 ",57,78,96,231,5.53
CRANDALL LIBRARY Budget for the Town of Queensbury,UNDER VOTES,STATS,"Queensbury Ward 3 1,2,3,4 ",49,49,248,346,9.09
CRANDALL LIBRARY Budget for the Town of Queensbury,UNDER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",27,35,76,138,4.51
CRANDALL LIBRARY Budget for the Town of Queensbury,UNDER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
